Import Rates,Export Rates
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.29701197,0.29657971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.22031197,0.21987971
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.4177233,0.41748295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
0.2282233,0.22798295
